GA,Lowest,Q1,Avg.,Q3,Highest
818, 13.833115, 912.7991, 1513.9788, 2046.4353, 2543.6294
819, -188.57433, 894.513, 1553.9806, 2121.522, 2528.839
820, -506.5813, 798.018, 1505.4196, 2094.0457, 2689.4526
821, -874.848, 534.83704, 1409.4103, 2080.2883, 2501.9517
822, -205.63507, 729.0288, 1465.7747, 2145.899, 2598.3774
823, -169.30977, 853.15094, 1504.116, 2047.896, 2611.098
824, -367.43182, 973.5293, 1551.7202, 2091.5513, 2570.8235
825, -663.3537, 1040.3721, 1488.9515, 2072.1465, 2663.7185
826, -210.37839, 1195.5413, 1558.6105, 2084.112, 2436.7927
827, -665.40265, 913.7184, 1407.9117, 1991.8977, 2567.0168
828, -935.3431, 1116.8044, 1558.6343, 2083.714, 2469.5696
829, -44.77832, 1187.4705, 1592.0414, 2057.1763, 2716.4917
830, -329.3346, 1360.5404, 1669.8015, 2157.2468, 2524.2825
831, 63.63481, 1456.1143, 1741.3988, 2179.5964, 2726.0496
832, -798.9372, 1080.2949, 1556.7483, 2080.1516, 2489.4297
833, -565.9348, 1465.7284, 1708.7965, 2157.562, 2591.8862
834, -474.99704, 1297.9915, 1672.3649, 2224.7637, 2744.4316
835, -189.82361, 1156.2238, 1584.932, 2110.6943, 2716.73
836, -262.1543, 1116.3461, 1620.295, 2145.8206, 2541.7305
837, 160.97397, 1422.323, 1689.2511, 2097.339, 2549.593
838, -357.66058, 1554.8278, 1727, 2187.8164, 2573.6838
839, -72.94975, 1163.6063, 1627.6201, 2174.1287, 2484.1147
840, 110.87146, 1220.6523, 1652.989, 2115.2605, 2594.2085
841, -1166.2667, 927.62585, 1474.2098, 2091.4358, 2556.35
842, -50.30417, 1030.7166, 1539.9784, 2154.717, 2686.0747
843, -358.73877, 1214.9967, 1640.5928, 2173.67, 2590.5293
844, -488.04153, 1160.1284, 1621.9075, 2129.575, 2689.69
845, -320.68964, 1098.2736, 1587.3428, 2128.1116, 2542.6914
846, -1214.2448, 1239.0248, 1678.6321, 2210.2976, 2737.3262
847, -561.54456, 1219.7374, 1632.4259, 2172.6365, 2626.7856
848, 98.21205, 1044.7943, 1580.9507, 2183.8757, 2560.5298
849, -1031.773, 1255.8329, 1671.4106, 2182.2222, 2697.493
850, -119.66984, 1127.1733, 1600.455, 2191.8062, 2479.3357
851, -235.00218, 1369.6354, 1703.9415, 2162.4324, 2463.3435
852, -865.09814, 1467.1702, 1691.6101, 2196.0286, 2685.1108
853, 48.02397, 1543.6655, 1769.1531, 2125.537, 2631.933
854, -320.47504, 837.0976, 1543.8132, 2132.9275, 2691.5059
855, -1043.5306, 1539.6913, 1756.3213, 2161.7124, 2622.5823
856, -12.233826, 883.8239, 1568.5945, 2172.1113, 2568.4685
857, -725.7562, 780.202, 1434.2388, 2077.9587, 2535.8167
858, 48.987167, 663.3379, 1424.4801, 2067.3613, 2459.1255
859, -367.5961, 1043.4733, 1519.057, 2083.7441, 2528.0095
860, -333.96497, 693.2193, 1428.8811, 1982.4548, 2580.9976
861, -625.00977, 1357.3978, 1565.8997, 2015.9719, 2612.6243
862, -801.8323, 1355.7362, 1663.0149, 2126.2976, 2622.0977
863, -166.16183, 1132.532, 1660.9077, 2154.1555, 2608.3547
864, -304.4652, 975.1041, 1522.3947, 2074.7083, 2734.5547
865, 96.31644, 948.8889, 1586.5144, 2117.6836, 2540.5825
866, 56.696213, 1199.8737, 1565.8811, 2062.6707, 2458.045
867, -1149.9572, 863.4964, 1509.4677, 2120.325, 2597.7153
868, 47.788406, 950.9271, 1483.0941, 2034.4102, 2480.5286
869, -525.2184, 1233.9932, 1605.4982, 2174.824, 2588.66
870, 81.88872, 1364.6803, 1668.2668, 2152.6116, 2552.9373
871, 33.560867, 1335.8317, 1624.5345, 2121.7715, 2548.0767
872, 75.86134, 1024.0138, 1595.8002, 2125.0256, 2603.925
873, 88.443726, 884.0367, 1536.3264, 2050.148, 2418.2583
874, -35.981384, 879.51544, 1528.0089, 2073.127, 2626.2363
875, -120.52243, 1108.8939, 1648.7421, 2212.927, 2602.9514
876, -228.93504, 1080.6111, 1680.7222, 2217.2278, 2660.9792
877, -777.8068, 1345.3629, 1624.9977, 2195.5425, 2533.5796
878, -269.52792, 1011.7594, 1634.1808, 2209.9724, 2562.1719
879, 43.645782, 883.9289, 1515.6635, 2094.6394, 2608.4895
880, -1277.4735, 825.19666, 1552.5029, 2181.4275, 2637.3845
881, -67.32333, 1113.4559, 1599.7192, 2158.2122, 2504.744
882, 26.586945, 815.90424, 1485.1301, 2032.7136, 2654.355
883, 40.294724, 981.77405, 1595.7002, 2126.4016, 2587.5767
884, -723.84753, 916.9602, 1466.3844, 2023.7649, 2475.559
885, -28.885345, 928.13416, 1507.1239, 2062.7483, 2435.2214
886, 0.5880127, 1064.6884, 1541.4393, 2079.8374, 2546.682
887, -76.81697, 1070.12, 1599.2661, 2142.8452, 2628.3647
888, -130.94324, 1346.6664, 1673.9773, 2163.3613, 2727.5364
889, -67.28235, 1139.57, 1619.7521, 2207.452, 2672.2954
890, -137.69902, 1107.7225, 1564.963, 2199.728, 2698.2915
891, -610.2018, 883.6164, 1542.8135, 2200.9868, 2612.699
892, 70.307465, 1174.9991, 1622.9508, 2131.7244, 2552.2
893, -557.50586, 1095.8328, 1496.141, 2024.7317, 2502.6204
894, -1290.8788, 568.6879, 1363.1345, 2028.8706, 2672.486
895, 34.38745, 980.095, 1471.8008, 2039.7073, 2452.756
896, -739.41705, 954.78394, 1517.2295, 2108.0159, 2578.2175
897, 40.82289, 1006.71814, 1605.5039, 2129.0793, 2556.8809
898, -380.2399, 1357.3239, 1669.0378, 2160.9097, 2564.362
899, -293.06366, 1347.7494, 1650.062, 2137.4155, 2585.2417
900, -178.01746, 921.96106, 1489.7158, 2049.8784, 2554.6692
901, 46.191696, 879.38837, 1499.8209, 2047.093, 2593.1543
902, -240.37784, 1011.4988, 1588.2803, 2132.014, 2525.028
903, -314.8617, 1018.04675, 1582.0492, 2074.2793, 2619.469
904, -279.99295, 1404.8849, 1720.8907, 2184.1008, 2636.3098
905, -148.94756, 1317.373, 1651.2461, 2141.1824, 2615.3904
906, -241.04462, 1186.704, 1639.4209, 2104.4548, 2565.9373
907, -43.248474, 1011.2433, 1650.3335, 2179.6084, 2685.2537
908, -507.3604, 1249.2793, 1649.0352, 2221.17, 2640.6965
909, -229.41837, 1406.3358, 1652.4363, 2231.736, 2599.967
910, -290.90643, 1507.2754, 1763.0173, 2174.9011, 2609.4648
911, 19.197708, 1633.5791, 1804.6033, 2231.524, 2587.4597
912, -188.67482, 1439.0746, 1703.8291, 2161.7847, 2549.8381
913, 84.761734, 1622.6493, 1788.4972, 2199.4692, 2696.8762
914, 146.1998, 1247.1276, 1688.1523, 2192.111, 2646.9104
915, -68.16022, 1019.3082, 1595.4248, 2182.8225, 2533.697
916, -232.89883, 1132.2107, 1563.4203, 2172.9155, 2572.4382
917, -282.32843, 870.4483, 1526.7749, 2104.1064, 2688.5234
918, -266.3529, 676.343, 1434.9474, 2110.9587, 2510.4285
919, -166.7787, 678.146, 1392.3795, 2033.685, 2499.7703
920, -610.3699, 548.0324, 1411.6971, 2144.502, 2526.9575
921, -520.2887, 1124.3047, 1563.235, 2118.917, 2682.4063
922, 49.671387, 971.2838, 1503.2535, 2058.3489, 2625.318
923, -125.42363, 1227.4938, 1649.8142, 2110.3093, 2816.4844
924, 88.91919, 1378.2512, 1726.6942, 2121.6443, 2581.971
925, -1123.5671, 1166.1364, 1551.805, 2115.6846, 2659.0945
926, -887.51764, 1151.389, 1643.9683, 2238.4058, 2611.7449
927, -255.3782, 1064.1064, 1560.5333, 2082.8682, 2533.7922
928, -149.86172, 980.99316, 1607.1436, 2143.444, 2701.654
929, -24.85012, 1006.39417, 1593.8114, 2149.3428, 2614.9412
930, 4.5697937, 951.7859, 1476.1366, 2108.0864, 2558.2537
931, -306.85077, 1378.0533, 1699.5906, 2193.0056, 2532.263
932, -610.292, 1212.132, 1543.0635, 2083.368, 2442.529
933, -786.7836, 834.44867, 1466.6875, 2011.6611, 2588.0579
934, -810.6235, 1267.3665, 1603.0607, 2027.8542, 2688.25
935, 57.067398, 474.22998, 1331.3922, 1992.3049, 2432.7283
936, 38.323044, 848.4678, 1495.6235, 2087.107, 2544.9824
937, -307.75226, 704.0011, 1427.8611, 1984.6921, 2703.4614
938, -68.127716, 903.1179, 1495.1171, 2091.211, 2508.5034
939, 25.917068, 566.15045, 1453.0822, 2123.0266, 2585.3184
940, 26.745377, 1067.8077, 1617.685, 2167.7698, 2675.7463
941, -470.03082, 789.4289, 1514.2181, 2147.1257, 2571.0486
942, 22.711823, 846.1485, 1504.1914, 2097.688, 2615.056
943, -297.32593, 976.5132, 1590.1508, 2150.2292, 2547.9675
944, 88.53203, 863.3311, 1568.9976, 2162.053, 2510.8572
945, -219.9176, 1248.5, 1679.2614, 2207.0105, 2698.3806
946, -279.09662, 1146.2438, 1548.8445, 2115.2366, 2590.5344
947, -138.93594, 796.72064, 1509.4637, 2146.7498, 2565.8254
948, 31.431717, 1359.0547, 1615.0056, 2082.815, 2459.2585
949, -654.02075, 641.6148, 1306.3162, 1911.4135, 2437.2554
950, 50.953262, 937.12354, 1471.9293, 2036.1409, 2529.3254
951, -232.16818, 882.5765, 1447.7856, 2042.6597, 2450.7886
952, -177.61455, 916.6505, 1475.0222, 2007.4817, 2504.7214
953, -678.0429, 672.21906, 1325.121, 1920.7205, 2433.0398
954, -1090.269, 874.70465, 1383.4407, 1917.3018, 2437.2554
955, -17.078163, 825.5489, 1461.8617, 2044.0342, 2632.8066
956, -96.04024, 575.5826, 1366.5737, 2029.0322, 2624.9663
957, -534.6228, 385.7379, 1232.5889, 1805.2744, 2366.8052
958, 14.713028, 449.62665, 1333.7362, 2052.0837, 2548.1145
959, 124.668045, 541.36285, 1366.7292, 1970.7996, 2497.575
960, -53.18345, 358.06335, 1272.564, 2045.3984, 2443.7917
961, -367.59625, 721.6977, 1468.414, 2123.2542, 2648.3455
962, 77.30377, 782.4456, 1423.0096, 2043.6958, 2520.2405
963, -635.89185, 905.6022, 1449.933, 2033.3257, 2524.0955
964, 167.31403, 1072.1456, 1544.8801, 2050.5808, 2664.734
965, -4.1326065, 759.9008, 1477.9061, 2128.7068, 2603.75
966, 88.47966, 983.2649, 1592.5892, 2141.7725, 2591.5896
967, -111.95982, 1266.0962, 1632.1022, 2193.8257, 2535.2285
968, -656.4982, 1239.1113, 1614.8834, 2115.9524, 2667.039
969, -270.30756, 1136.1793, 1612.9641, 2112.692, 2726.4368
970, -220.99948, 1196.6708, 1591.3395, 2160.407, 2629.7483
971, 14.45784, 1248.8334, 1625.8542, 2192.7805, 2519.8435
972, 9.088577, 1268.1738, 1671.0581, 2159.6782, 2562.4277
973, 34.336807, 996.83105, 1580.4667, 2207.002, 2618.683
974, -546.9846, 1358.9606, 1671.0931, 2158.6748, 2647.5098
975, -4.935364, 1188.2386, 1596.2668, 2195.449, 2576.5642
976, 122.54895, 910.80334, 1534.5255, 2157.1548, 2462.7878
977, -180.51102, 1314.6656, 1668.2554, 2162.0884, 2605.2734
978, 31.286636, 1130.775, 1712.3062, 2214.5105, 2644.9119
979, -610.89795, 1338.8737, 1645.9524, 2152.2678, 2650.3281
980, -41.781197, 1154.296, 1589.7191, 2165.798, 2600.6912
981, 24.782944, 693.93, 1495.2223, 2126.8247, 2485.9849
982, -640.1758, 727.30176, 1476.8257, 2104.8975, 2633.733
983, -396.0298, 1048.068, 1606.553, 2170.6333, 2630.3184
984, -554.3496, 874.5964, 1570.4502, 2205.7234, 2617.629
985, 9.5256195, 690.85236, 1464.9135, 2146.629, 2562.7537
986, 15.088455, 1107.2251, 1601.0693, 2163.0764, 2529.7927
987, 25.91211, 1292.8623, 1645.4408, 2142.7654, 2656.4685
988, -1307.5474, 1009.7361, 1561.7328, 2158.3425, 2616.6726
989, 20.505615, 1112.4899, 1593.3228, 2124.5916, 2558.8152
990, -121.90704, 863.22455, 1530.2227, 2145.7053, 2731.809
991, 48.400467, 1254.558, 1602.2189, 2157.2146, 2575.6978
992, -248.93324, 1028.5774, 1551.2058, 2087.3462, 2599.9426
993, -323.19775, 1045.4983, 1654.4332, 2235.8723, 2718.512
994, -1243.0215, 1180.4835, 1633.3707, 2154.6116, 2749.5464
995, -183.77676, 870.67975, 1534.1079, 2167.587, 2520.3918
996, -88.74601, 929.64954, 1606.9983, 2150.9338, 2550.432
997, -681.8095, 1115.3665, 1584.8984, 2183.5325, 2610.2112
998, -221.36151, 1078.6638, 1645.0609, 2193.8494, 2511.392
999, -266.7323, 965.5604, 1607.7998, 2175.4631, 2692.5837
1000, 27.965683, 1347.1139, 1720.9402, 2226.8386, 2630.6099
1001, -288.31677, 1283.9186, 1702.5603, 2244.8208, 2671.853
1002, -261.68433, 636.4754, 1560.9122, 2209.0881, 2571.6343
1003, -622.8181, 758.72894, 1503.9303, 2159.0828, 2786.0093
1004, -140.10107, 925.7616, 1538.0006, 2099.1663, 2682.773
1005, -114.67634, 760.1287, 1525.72, 2131.1023, 2516.193
1006, -77.24089, 1291.7512, 1609.3473, 2199.6821, 2616.2083
1007, -717.9208, 1622.1583, 1692.5916, 2122.9648, 2810.3665
1008, 84.56201, 1400.9861, 1778.0709, 2230.0142, 2682.0535
1009, 42.850723, 1519.4095, 1752.833, 2192.2483, 2742.359
1010, -439.44067, 1607.052, 1791.4265, 2239.5657, 2733.8574
1011, 84.98767, 1329.8158, 1696.604, 2103.8052, 2756.4917
1012, -357.7068, 1586.3123, 1784.6027, 2213.1174, 2620.8528
1013, -129.97064, 1236.6285, 1640.4493, 2247.4353, 2559.327
1014, -630.5383, 1392.1627, 1692.976, 2217.2231, 2520.201
1015, -339.3039, 1587.448, 1734.0785, 2235.1714, 2776.5974
1016, -448.28326, 1301.1223, 1647.5815, 2162.5366, 2464.5884
1017, -709.96484, 1369.9396, 1697.9117, 2274.947, 2757.8303
1018, 80.13298, 1611.4277, 1859.9218, 2239.9429, 2612.1028
1019, 103.366745, 1333.7634, 1731.7468, 2181.7063, 2747.6245
1020, -462.08456, 1572.4591, 1757.1272, 2206.9856, 2711.5623
1021, -1213.6293, 951.448, 1572.5435, 2129.2024, 2679.9292
1022, -651.5625, 1327.192, 1716.6525, 2179.3416, 2811.0083
1023, 99.68857, 1441.7357, 1733.6266, 2202.254, 2792.7166
1024, -870.228, 837.81934, 1470.3584, 2165.483, 2857.7537
1025, -347.76294, 741.55804, 1450.5955, 2085.603, 2530.173
1026, -1618.4863, 1123.07, 1603.4231, 2227.705, 2837.9075
1027, -19.364632, 989.1881, 1577.3684, 2140.4812, 2629.356
1028, -205.99924, 1146.1443, 1663.1388, 2243.977, 2875.7363
1029, 80.50508, 1573.1882, 1809.4044, 2218.0786, 2793.1848
1030, 50.201584, 1088.9187, 1637.8146, 2219.2183, 2715.0188
1031, -621.3991, 878.7462, 1603.7241, 2266.2551, 2642.816
1032, -823.7925, 594.0808, 1468.3538, 2200.6938, 2641.4968
1033, 97.377, 915.45056, 1626.7617, 2216.6267, 2796.189
1034, -35.14363, 1296.5852, 1715.6926, 2319.4272, 2866.3684
1035, -231.67639, 1420.0487, 1765.4922, 2292.0425, 2893.433
1036, -1161.2169, 1259.8956, 1687.5262, 2296.382, 2822.7053
1037, -1217.7498, 1164.7188, 1751.3969, 2305.1746, 2947.737
1038, -206.86894, 1089.3792, 1736.435, 2311.6316, 2797.2478
1039, -1725.3574, 1100.3586, 1687.07, 2290.5027, 2823.7227
1040, -1158.6548, 1180.8019, 1674.1392, 2265.6958, 2773.2886
1041, -261.9469, 951.8085, 1606.1299, 2214.0222, 2793.5774
1042, -333.40985, 713.99854, 1489.6913, 2152.3298, 2768.1804
1043, -721.1621, 1158.2445, 1640.3544, 2248.5688, 2892.5605
1044, -857.27405, 1213.5729, 1679.4031, 2274.716, 2721.9004
1045, 27.391846, 1185.034, 1640.5024, 2169.7795, 2674.9788
1046, -895.60455, 1253.3086, 1709.5331, 2242.7544, 2863.8809
1047, -954.1955, 1584.6814, 1809.2964, 2361.3418, 2823.3052
1048, -210.46109, 1010.8561, 1692.1938, 2335.562, 2792.6824
1049, -519.37256, 1430.0609, 1745.3239, 2189.0596, 2893.8303
1050, -576.4336, 1165.3707, 1622.8705, 2259.218, 2863.1418
1051, -1191.2789, 1294.4728, 1722.7485, 2370.7356, 2986.6584
1052, -150.48482, 1003.0674, 1676.2625, 2305.1365, 2736.4146
1053, -515.73303, 751.4205, 1544.4413, 2204.6155, 2892.1467
1054, 12.104752, 1223.9594, 1780.2416, 2371.5427, 2818.0247
1055, -132.4384, 1619.4181, 1907.8599, 2409.242, 2881.81
1056, -34.133125, 1431.0797, 1816.5886, 2353.6958, 2938.5327
1057, 23.122742, 1534.1259, 1805.7649, 2238.0564, 2849.423
1058, -489.57028, 523.3089, 1479.0966, 2236.486, 2891.306
1059, -1067.8525, 928.8949, 1576.494, 2244.0461, 2784.688
1060, -340.52734, 968.8707, 1665.3285, 2259.947, 2882.9592
1061, -459.30722, 1058.0758, 1661.679, 2220.2085, 2851.6965
1062, -941.314, 1120.6942, 1693.722, 2353.6868, 2823.6626
1063, 53.0829, 1195.2504, 1723.7166, 2291.65, 2970.9058
1064, -1112.7596, 1196.501, 1689.7903, 2230.0872, 2724.0708
1065, -248.06563, 1409.9885, 1736.8014, 2192.6555, 2802.0403
1066, -42.411682, 1469.17, 1850.4415, 2278.6746, 2984.7847
1067, -413.6938, 1389.8103, 1754.5911, 2214.5796, 3206.805
1068, -169.99127, 944.4425, 1680.3583, 2315.7031, 3054.8708
1069, -620.36304, 1072.2336, 1653.7063, 2363.754, 2827.009
1070, -786.5312, 1304.2621, 1732.1564, 2312.8289, 2931.3062
1071, 158.00977, 954.9105, 1621.471, 2187.3892, 2952.4517
1072, 23.297775, 826.5996, 1582.9175, 2192.5422, 2823.7117
1073, -1209.8274, 1132.2548, 1670.8265, 2227.6226, 2959.6582
1074, -300.07782, 873.0007, 1652.3875, 2317.0876, 2901.258
1075, -832.85864, 509.01166, 1437.7689, 2175.432, 2954.9087
1076, -337.78204, 1152.4347, 1656.5088, 2266.4622, 2779.226
1077, -610.98413, 1262.4211, 1660.0498, 2181.2617, 2719.6113
1078, 39.099976, 866.4408, 1544.9025, 2197.1902, 2909.6968
1079, -590.947, 1039.1426, 1650.8154, 2295.4812, 2842.4468
1080, -599.39575, 1299.2955, 1774.1489, 2353.6394, 2966.1394
1081, -1303.8152, 1011.0232, 1614.8309, 2223.6797, 2739.648
1082, -167.90218, 1352.1328, 1769.533, 2321.0933, 2956.3691
1083, 13.34581, 1047.2448, 1655.9257, 2288.6956, 2793.7522
1084, -949.82043, 1118.0387, 1667.737, 2354.478, 2959.1743
1085, -268.60516, 1257.747, 1765.0726, 2335.1177, 2881.281
1086, -614.31647, 891.9576, 1613.0876, 2312.5024, 2975.2485
1087, -1074.4373, 928.7782, 1627.1268, 2357.584, 2894.084
1088, 66.98328, 942.9175, 1701.8359, 2384.631, 2893.097
1089, -1475.1317, 1249.2324, 1721.8325, 2365.6296, 2849.826
1090, -205.78107, 1022.01843, 1667.7819, 2328.6472, 2726.825
1091, -185.54796, 1467.6561, 1840.3914, 2419.3606, 2947.2615
1092, -69.62698, 1174.2909, 1755.3191, 2324.6033, 2935.8542
1093, -401.8505, 1027.9124, 1649.197, 2251.553, 3071.4185
1094, -863.0484, 661.4249, 1527.3999, 2200.1975, 2932.323
1095, -381.65656, 925.2815, 1602.5793, 2196.7805, 2959.473
1096, -387.30844, 1146.2646, 1638.9939, 2254.951, 2792.4414
1097, -242.73984, 878.0122, 1628.5587, 2318.395, 2730.5132
1098, -1054.0779, 714.21356, 1529.6221, 2269.6504, 3043.5933
1099, -1697.2051, 1492.4609, 1744.6616, 2403.6096, 2953.8804
1100, -539.3342, 1488.6194, 1792.9092, 2328.557, 2839.9587
1101, -987.9561, 1639.8236, 1838.9237, 2353.0093, 2759.1245
1102, -884.6743, 1308.9291, 1774.9962, 2369.3577, 2796.1172
1103, -91.60089, 1414.8176, 1765.9135, 2255.4617, 2927.191
1104, -511.80292, 1265.0634, 1678.1064, 2231.5442, 3166.9006
1105, -578.2185, 1208.2035, 1723.2072, 2234.9688, 2814.5786
1106, -287.997, 1372.5454, 1772.0809, 2354.7249, 2866.8442
1107, -199.91145, 1386.9027, 1730.2422, 2303.0835, 2835.1946
1108, -1688.3184, 565.9952, 1462.5342, 2198.7449, 2787.089
1109, -684.7443, 743.721, 1679.4761, 2353.5974, 2834.7039
1110, -246.50476, 1171.2557, 1706.2407, 2351.0642, 2746.1816
1111, -888.9167, 1046.9315, 1698.723, 2329.8555, 2678.8945
1112, 69.89644, 1273.4564, 1760.4702, 2256.5193, 2735.4758
1113, -167.07925, 1395.2429, 1752.6897, 2275.0588, 2696.218
1114, -726.1711, 929.0758, 1612.9639, 2278.8672, 2825.0366
1115, -241.32182, 1125.7386, 1689.152, 2299.5916, 2790.4316
1116, -1076.4169, 802.94867, 1579.1836, 2256.2222, 2871.436
1117, -40.366295, 1252.1794, 1771.5817, 2389.5183, 2949.737
1118, -480.40143, 1003.3086, 1672.2616, 2315.2192, 2851.9473
1119, 108.23366, 1689.7521, 1914.0122, 2379.3083, 2973.6804
1120, -529.02673, 1159.6077, 1663.626, 2306.0938, 2781.4534
1121, 17.261826, 1485.1925, 1828.1038, 2294.5261, 2961.5864
1122, -1160.7538, 1496.5356, 1765.2775, 2249.7273, 2879.8997
1123, -295.8463, 1120.8043, 1636.1127, 2299.9934, 2990.1326
1124, -637.46533, 913.0082, 1607.2227, 2210.299, 2813.0125
1125, -1297.789, 1208.2247, 1645.2173, 2247.1968, 2877.3848
1126, -1171.5525, 555.6699, 1477.3181, 2332.2793, 2762.2534
1127, -484.1084, 1171.0492, 1665.6786, 2328.7085, 2787.1094
1128, -361.07477, 759.5313, 1606.1564, 2264.4084, 2708.697
1129, -400.09528, 825.6309, 1613.8569, 2303.5464, 2914.6501
1130, -856.1182, 681.5096, 1507.7539, 2219.4114, 2999.854
1131, 11.78064, 772.53314, 1615.6384, 2255.9458, 2847.5835
1132, -569.2108, 1029.1136, 1679.7979, 2206.7366, 2857.2085
1133, -1115.583, 1363.2502, 1747.6012, 2403.262, 2933.1345
1134, -420.9773, 1117.5957, 1641.463, 2314.0813, 2820.4429
1135, -600.2635, 1265.6222, 1724.6305, 2307.7024, 2936.0452
1136, -669.8961, 963.09546, 1664.7306, 2226.1682, 2822.1016
1137, -562.88855, 972.8751, 1610.823, 2362.2095, 2887.453
1138, -509.43896, 755.01605, 1474.9469, 2146.8455, 2648.2192
1139, -1509.9911, 701.31213, 1501.274, 2266.7131, 2809.9585
1140, -1368.6101, 507.7149, 1372.6779, 2192.9875, 2633.967
1141, -1145.5254, 671.99005, 1462.0778, 2170.4805, 2691.0938
1142, -384.9186, 732.0729, 1560.2454, 2204.2178, 2757.6206
1143, -581.9298, 747.96906, 1542.698, 2247.4758, 2881.8367
1144, -349.06897, 779.1891, 1484.3359, 2094.8643, 2872.359
1145, -355.2646, 683.6364, 1536.5575, 2238.8457, 2743.9258
1146, -108.7707, 874.7762, 1611.6534, 2250.9004, 2910.533
1147, -126.115875, 1285.7731, 1788.4988, 2431.6665, 2976.1567
1148, -828.8734, 1168.5587, 1708.0398, 2311.5112, 2745.2424
1149, -1554.2803, 1229.5844, 1728.8503, 2370.5728, 2845.0132
1150, -813.7728, 1063.9701, 1643.1311, 2281.7263, 2972.9985
1151, -1432.6875, 1292.3949, 1781.5145, 2309.0544, 2716.1707
1152, -553.62524, 1000.5359, 1655.2959, 2324.161, 2766.6921
1153, -1198.5453, 614.6601, 1519.5614, 2369.6335, 2799.898
1154, -46.041283, 956.25745, 1589.6293, 2201.0117, 3005.8853
1155, -789.24817, 809.9446, 1618.1193, 2278.235, 2960.2517
1156, -579.18475, 1219.8438, 1671.0238, 2281.309, 2989.953
1157, -319.87833, 1235.6481, 1680.9006, 2267.592, 2671.561
1158, -1436.0463, 648.1431, 1474.937, 2204.0168, 3015.0857
1159, -1284.4823, 813.39453, 1501.9832, 2160.0984, 3117.1472
1160, -1059.9775, 678.4159, 1461.8048, 2213.5747, 2707.053
1161, -1177.6051, 629.08466, 1443.8903, 2231.7031, 2779.2048
1162, -1155.7057, 1183.8391, 1641.5798, 2183.5085, 2785.5354
1163, -1399.3212, 786.69904, 1563.4198, 2310.3892, 3083.1492
1164, -1714.6973, 774.57477, 1478.741, 2205.1943, 2691.9949
1165, -1337.1316, 736.93695, 1532.6779, 2271.3616, 2807.402
1166, -547.636, 1183.3019, 1691.8636, 2350.0552, 3006.6235
1167, -1009.06445, 1019.11597, 1626.4708, 2354.5955, 2856.0188
1168, -1176.1787, 1534.0802, 1808.9275, 2378.6277, 2923.834
1169, -617.9546, 1558.3373, 1820.4698, 2366.0508, 2793.5828
1170, -986.2773, 1465.6162, 1810.5029, 2414.5176, 2820.103
1171, -165.31015, 1506.5588, 1843.7373, 2351.2813, 2864.871
1172, -212.09149, 1469.0862, 1811.7164, 2359.183, 2734.9006
1173, -232.84814, 962.7228, 1657.2407, 2279.7312, 2777.4968
1174, -1039.4045, 1357.8931, 1779.6809, 2399.5464, 2804.8281
1175, 4.6992645, 1083.4615, 1759.648, 2325.037, 2832.4045
1176, 70.705215, 1446.2272, 1845.9475, 2362.5579, 2971.652
1177, 121.94826, 1127.9794, 1794.9893, 2391.9866, 2921.9976
1178, -1233.9056, 823.8877, 1631.9923, 2342.2578, 2907.453
1179, -790.171, 1184.0686, 1711.7585, 2317.3354, 2898.1277
1180, -963.9535, 1480.0619, 1796.5961, 2337.387, 2912.5916
1181, -551.36804, 1330.378, 1811.138, 2416.0125, 2999.5078
1182, -21.54956, 1243.5192, 1830.6477, 2407.3699, 2962.9937
1183, -170.00726, 1520.4425, 1977.5039, 2535.6853, 2886.3972
1184, 100.13965, 1630.9756, 1925.2446, 2475.0417, 2897.104
1185, -13.6289215, 1670.4417, 2044.5189, 2550.6099, 3094.7114
1186, 53.518494, 1699.0544, 1979.7173, 2462.0945, 3084.5325
1187, 24.555405, 1732.7175, 2023.6243, 2483.6128, 3036.644
1188, -120.27039, 1295.7797, 1786.478, 2366.5176, 2865.6577
1189, 104.08392, 1048.2449, 1756.2886, 2383.591, 3033.8464
1190, -977.46136, 1055.2336, 1675.244, 2417.2422, 3027.2075
1191, 74.56026, 1355.4708, 1813.2377, 2462.0862, 3054.068
1192, 195.06332, 1747.6462, 1964.5815, 2409.6423, 2929.1145
1193, -564.9047, 1306.6772, 1825.5522, 2388.7302, 2929.3965
1194, -696.5604, 1007.0453, 1640.7004, 2190.5818, 2940.725
1195, -1244.6313, 796.3773, 1502.351, 2268.7813, 2750.7498
1196, -1371.0421, 681.11383, 1486.0681, 2285.49, 3022.9604
1197, 60.070313, 837.2702, 1613.2266, 2265.7483, 2873.5508
1198, -510.56616, 954.0574, 1712.5964, 2345.4453, 2897.3455
1199, -1035.7124, 995.6598, 1648.5376, 2296.2888, 2890.614
1200, -252.51282, 1142.8821, 1713.6793, 2318.022, 2944.3372
1201, -1381.6627, 1302.3549, 1732.5415, 2314.184, 3018.8628
1202, -605.44885, 1269.1827, 1674.4072, 2315.3325, 2866.6907
1203, 99.53865, 1544.5629, 1859.4971, 2460.3293, 2798.9058
1204, -412.19937, 1147.6633, 1734.8309, 2308.3477, 2879.01
1205, 250.6586, 1332.3021, 1865.6205, 2361.7292, 2886.5417
1206, -514.21594, 972.1881, 1633.4801, 2249.7913, 2782.5493
1207, -311.01294, 1343.2374, 1790.9371, 2362.811, 3104.5344
1208, -331.23892, 1394.5216, 1809.2594, 2443.7515, 3141.297
1209, -600.76013, 961.5331, 1761.4727, 2398.897, 2863
